pt,comparator,a_dato_cases,b_dato_without_pt,c_comparator_cases,d_comparator_without_pt,n_dato,n_comparator,ror,ror_ci_lower,ror_ci_upper,prr,chi2_yates,ic,ic025,expected_count,ebgm,eb05,ror_signal,prr_signal,bcpnn_signal,mgps_signal,consensus_signal
Hepatic failure,full_faers_excluding_all_dato,1,195,2110,1807609,196,1809719,4.3932652813221535,0.6154446781294064,31.36070636069803,4.375952703356224,0.3226047476065892,1.0417532828162175,-2.9961453772241873,0.22860521074194093,2.6667933972756948,0.26837406341465225,False,False,False,False,False
No adverse event,full_faers_excluding_all_dato,9,187,19649,1790070,196,1809719,4.384604896141181,2.2458437133492,8.560150459711004,4.229189365195923,19.27939974466123,1.8535167761901947,-0.11708197465072101,2.1288115740241946,4.018901178208468,2.2231238631667605,True,True,False,True,False
Throat tightness,full_faers_excluding_all_dato,1,195,2149,1807570,196,1809719,4.313443342759304,0.6042676445734786,30.790649868945785,4.29653801958196,0.3069776629712001,1.0334147606420527,-2.996644814150085,0.23282861349842396,2.6186535773327697,0.2635294889893029,False,False,False,False,False
Pleural effusion,full_faers_excluding_all_dato,2,194,4430,1805289,196,1809719,4.20117986549068,1.0428929021055633,16.9239930836328,4.168514764822407,2.1734794341936117,1.3511453685028765,-2.0189707081068895,0.47995182094186745,3.2853732562058577,0.7851453378313994,False,False,False,False,False
Neutrophil count decreased,full_faers_excluding_all_dato,2,194,4490,1805229,196,1809719,4.1449016141253185,1.0289267745659239,16.69721287797816,4.112810781328121,2.1172858912940433,1.3416111932550991,-2.020521799947545,0.48644936364414904,3.2415923720797717,0.7746824910322411,False,False,False,False,False
Pneumonia aspiration,full_faers_excluding_all_dato,1,195,2250,1807469,196,1809719,4.119587464387465,0.5771222739199553,29.40624828334412,4.103671201814058,0.26970384753145576,1.0120415177415638,-2.9980619047515025,0.24376614371393132,2.501701652862248,0.2517599746255801,False,False,False,False,False
Conjunctivitis,full_faers_excluding_all_dato,1,195,2256,1807463,196,1809719,4.10861747590471,0.5755861284621678,29.32790894111885,4.092757182660298,0.26762529945794633,1.0107817292254362,-2.998151557872059,0.24441589798415947,2.4950818661044836,0.25109378913369507,False,False,False,False,False
Mucosal inflammation,full_faers_excluding_all_dato,1,195,2391,1807328,196,1809719,3.876348271831333,0.5430602581239412,27.66926082280246,3.8616730255464793,0.22447548323279828,0.982723482583349,-3.000324051967684,0.2590353690642931,2.3548781750738104,0.23698432182135182,False,False,False,False,False
Lip swelling,full_faers_excluding_all_dato,1,195,2536,1807183,196,1809719,3.6544184259483945,0.5119807755151534,26.084522448081394,3.6408754747955965,0.18497568467586561,0.9531825312885988,-3.0029723594065527,0.27473776392814026,2.220840685246961,0.2234953931958799,False,False,False,False,False
Cardiac failure congestive,full_faers_excluding_all_dato,1,195,2570,1807149,196,1809719,3.606004190362167,0.5052005597752806,25.738819898959573,3.592708250615421,0.17661463805050795,0.9463423648741394,-3.0036379767811217,0.2784197047927665,2.1915905302765277,0.22055178948329282,False,False,False,False,False
Glossodynia,full_faers_excluding_all_dato,1,195,2621,1807098,196,1809719,3.5357379743491912,0.49535994052710525,25.237089236469792,3.5228005357045524,0.16465855250207628,0.9361425414118102,-3.0046669264101005,0.2839426160897059,2.1491319847203907,0.2162789528963952,False,False,False,False,False
Dysarthria,full_faers_excluding_all_dato,1,195,2680,1807039,196,1809719,3.4577860696517413,0.48444278813695973,24.680488173760153,3.445246344806579,0.15165648174795032,0.9244320163783158,-3.0059018362474554,0.29033186641361614,2.1020207451640807,0.21153789016347252,False,False,False,False,False
Blister,full_faers_excluding_all_dato,2,194,5639,1804080,196,1809719,3.298237788011693,0.8188029047743194,13.285703363823055,3.2747863820115737,1.2982912207601556,1.1702286114037068,-2.0540601126542537,0.6108773063928417,2.582545177211715,0.617182020885024,False,False,False,False,False
Therapeutic response unexpected,full_faers_excluding_all_dato,1,195,2840,1806879,196,1809719,3.2626923076923076,0.4571191507474514,23.28749753159167,3.2511479591836734,0.12044963359112319,0.8931449219421945,-3.0094802466383483,0.3076586469530337,1.9840736616498067,0.1996682274805779,False,False,False,False,False
Skin irritation,full_faers_excluding_all_dato,1,195,2843,1806876,196,1809719,3.259244027165237,0.4566361955984809,23.262876948880255,3.247717271924598,0.11991665395093228,0.8925647208971298,-3.009550422573669,0.3079835240881478,1.9819884382131674,0.19945837999580837,False,False,False,False,False
Ocular hyperaemia,full_faers_excluding_all_dato,2,194,5749,1803970,196,1809719,3.2349328345763406,0.8030909116115375,13.030642350591108,3.2121273974888265,1.2396400956907139,1.1548406586243956,-2.057584282757378,0.6227894680136913,2.5332383759299306,0.6053985789042245,False,False,False,False,False
Emotional disorder,full_faers_excluding_all_dato,1,195,2891,1806828,196,1809719,3.205044834100524,0.4490451837663184,22.875899263491785,3.193794605355113,0.11163100697034409,0.8833130982357564,-3.0106881011129447,0.31318155824997307,1.9492111013625737,0.1961598166022245,False,False,False,False,False
Inflammation,full_faers_excluding_all_dato,2,194,5981,1803738,196,1809719,3.1090515153656684,0.7718473205536032,12.52346295413001,3.087530581535406,1.1244385555084468,1.1229144133947415,-2.0651590184481217,0.6479132997958468,2.4351798755092817,0.581964354407942,False,False,False,False,False
Feeding disorder,full_faers_excluding_all_dato,1,195,2985,1806734,196,1809719,3.1039539578233044,0.4348864012272379,22.15413069964608,3.093219498854818,0.09666058481316364,0.8653654079491672,-3.012995093482404,0.3233610418168809,1.8880639998643265,0.1900062480086181,False,False,False,False,False
Pneumonitis,full_faers_excluding_all_dato,1,195,2988,1806731,196,1809719,3.100832389386606,0.4344491897261409,22.13184357215641,3.090113856787695,0.09620885243050054,0.8647962697898192,-3.013070401162702,0.323685918951995,1.8861756062455368,0.18981620858924694,False,False,False,False,False
Product prescribing issue,full_faers_excluding_all_dato,2,194,6253,1803466,196,1809719,2.973362064559527,0.7381687121435418,11.976776882467654,2.95322571696198,1.0026183722101394,1.0863617599685924,-2.0742629759557856,0.6773688267128567,2.32946262607649,0.556699826134411,False,False,False,False,False
Skin disorder,full_faers_excluding_all_dato,1,195,3152,1806567,196,1809719,2.9392278406872316,0.4118142244709297,20.97805220441278,2.9293338210918884,0.07376282232936515,0.8340201309814993,-3.017338404904157,0.34144586900489804,1.7883930514948976,0.17997581316292602,False,False,False,False,False
Chest discomfort,full_faers_excluding_all_dato,3,193,9582,1800137,196,1809719,2.920204982788324,0.9334290002743095,9.135774803435215,2.890814090194625,2.0704667418396823,1.186315884439623,-1.5492628798210484,1.0379824466894854,2.4743437474548324,0.8142570945298865,False,False,False,False,False
Oedema peripheral,full_faers_excluding_all_dato,2,194,7230,1802489,196,1809719,2.5701743879311576,0.6380920994961797,10.352418388494481,2.5541522002992068,0.6588116999084753,0.9622152371159569,-2.108548349791847,0.7831704803816754,2.015221353395411,0.48160179283371773,False,False,False,False,False
Hepatic enzyme increased,full_faers_excluding_all_dato,2,194,7332,1802387,196,1809719,2.534275678989432,0.6291812672247586,10.207794719392144,2.51861980471403,0.6298177130182451,0.9498493391091785,-2.1122425261441777,0.7942163029755541,1.987233983262712,0.4749133128759708,False,False,False,False,False
Alopecia,full_faers_excluding_all_dato,4,192,14848,1794871,196,1809719,2.518396136404454,0.9355083674094274,6.779542888985354,2.487408460151302,2.2434706672604308,1.0938048673400076,-1.2661240841317911,1.6083584035714384,2.2160802524413707,0.8688400681741975,False,False,False,False,False
Nausea,full_faers_excluding_all_dato,16,180,68027,1741692,196,1809719,2.2758179350355987,1.3647454572792337,3.7951013105075884,2.1716695321755495,9.324914761918404,1.0682984608813306,-0.156758680831111,7.368538301522447,2.1110651714640882,1.3677305996461158,True,True,False,False,False
Amnesia,full_faers_excluding_all_dato,1,195,4162,1805557,196,1809719,2.224715681563351,0.3117276216367255,15.877193807232343,2.2184671321676195,0.005377732175000957,0.6577165686560478,-3.0490169976385646,0.4508211711599716,1.3555939098666643,0.13642085896219955,False,False,False,False,False
Hyponatraemia,full_faers_excluding_all_dato,1,195,4177,1805542,196,1809719,2.2167081023676665,0.310605859918954,15.820032540225128,2.2105004079678316,0.005010332980281513,0.6552539671791475,-3.049544499269735,0.452445556835542,1.350739183004805,0.1359323011399039,False,False,False,False,False
Hypoacusis,full_faers_excluding_all_dato,1,195,4216,1805503,196,1809719,2.1961550625212864,0.30772662737291745,15.673317255035656,2.190052230569647,0.00412151454063561,0.6488708067140886,-3.0509224675439137,0.456668959592025,1.338278124971065,0.1346782764440362,False,False,False,False,False
Platelet count decreased,full_faers_excluding_all_dato,2,194,8635,1801084,196,1809719,2.1503041446044926,0.5338683102116558,8.660952197125386,2.138566347210569,0.34258355504453186,0.8005543993558341,-2.160702883815324,0.9353212719934362,1.687797965712292,0.40335347025704665,False,False,False,False,False
Therapy cessation,full_faers_excluding_all_dato,1,195,4323,1805396,196,1809719,2.1416703737314426,0.3000939204751358,15.284388242376975,2.1358455248858736,0.0021573413933433008,0.6315016956926462,-3.0547496982457334,0.46825624407776056,1.3052416638625781,0.13135363595348226,False,False,False,False,False
Off label use,full_faers_excluding_all_dato,26,170,124227,1685492,196,1809719,2.0750813382901034,1.3733095274550216,3.1354639827625275,1.9324685077006003,11.5770115618662,0.925142739835843,-0.010095381957124339,13.455652889776593,1.8991763768852865,1.3572924309566698,True,False,False,False,False
Malaise,full_faers_excluding_all_dato,7,189,32322,1777397,196,1809719,2.03667837752981,0.9577540000648588,4.331027396613904,1.9996541497608882,2.616025101151175,0.9065356279662699,-0.8440528282442689,3.500984300367697,1.8735847625190227,0.9488932696578373,False,False,False,False,False
Herpes zoster,full_faers_excluding_all_dato,1,195,4609,1805110,196,1809719,2.0084561421076934,0.2814316998076529,14.333481542865004,2.0033109577091843,1.1974105623013048e-06,0.5860768873622714,-3.065291403998544,0.4992278642919695,1.224449319618347,0.12322305870675222,False,False,False,False,False
Feeling hot,full_faers_excluding_all_dato,1,195,4686,1805033,196,1809719,1.9753690753690754,0.2767963920902888,14.097304355945676,1.9703927025355594,0.0,0.5740876155860786,-3.0682010844824674,0.5075663774265642,1.2043784154604462,0.1212032134083633,False,False,False,False,False
Eye pruritus,full_faers_excluding_all_dato,1,195,4788,1804931,196,1809719,1.9331780305464517,0.27088562255126514,13.796144891669899,1.9284169181457043,0.0,0.5583575989664477,-3.0720985498871,0.518612200020443,1.1787825817879611,0.11862736411453056,False,False,False,False,False
Pyrexia,full_faers_excluding_all_dato,6,190,29369,1780350,196,1809719,1.9143171012757814,0.8492314586432654,4.315207505491496,1.8863278022571348,1.7184860716737564,0.8203072380768597,-1.0242107910891494,3.1810886146586994,1.7480378114158162,0.8325674131433561,False,False,False,False,False
Lung disorder,full_faers_excluding_all_dato,1,195,4875,1804844,196,1809719,1.8985867192636423,0.26603950121559466,13.549234283232018,1.8940020931449502,0.0,0.5450750308870201,-3.0754599044608795,0.5280336369387513,1.1577952532379039,0.11651529399730622,False,False,False,False,False
Dehydration,full_faers_excluding_all_dato,2,194,9972,1799747,196,1809719,1.8606190115829477,0.46195641386297587,7.494003768266253,1.851837184934142,0.1641551497058053,0.6619047591982474,-2.211872039474616,1.0801081818759444,1.46178852856314,0.3493412646276366,False,False,False,False,False
Skin burning sensation,full_faers_excluding_all_dato,1,195,5334,1804385,196,1809719,1.734768730831723,0.24308869625308693,12.379936195545298,1.731019910776459,0.0,0.47695354048202393,-3.0936986958663764,0.5777398386112055,1.0583788520770068,0.10651047563497365,False,False,False,False,False
Dysphonia,full_faers_excluding_all_dato,1,195,5401,1804318,196,1809719,1.7131851176657693,0.24006478554718608,12.22587994612223,1.7095464180858417,0.0,0.46727353737888727,-3.096424651784705,0.5849954279620866,1.0452773845601275,0.1051920030162129,False,False,False,False,False
Completed suicide,full_faers_excluding_all_dato,1,195,5463,1804256,196,1809719,1.6936838498617741,0.237332604090377,12.0866873486554,1.6901446465461525,0.0,0.45837341615596494,-3.0989601474248394,0.5917095554211109,1.0334393212101356,0.10400067369634772,False,False,False,False,False
Pulmonary embolism,full_faers_excluding_all_dato,1,195,5593,1804126,196,1809719,1.6541977838598614,0.23180046286450723,11.804852649178484,1.650860040064658,0.0,0.43988824798931353,-3.104315116782405,0.6057875646093878,1.009467927031544,0.10158830066887774,False,False,False,False,False
Cough,full_faers_excluding_all_dato,5,191,28818,1780901,196,1809719,1.6177543558254566,0.6656609404039476,3.9316249413764126,1.6019953161360316,0.6188911427159537,0.6029194487688636,-1.3106532995734612,3.1213112217977086,1.4617591166576822,0.6420338786172537,False,False,False,False,False
Cardiac arrest,full_faers_excluding_all_dato,1,195,5771,1803948,196,1809719,1.603017741226024,0.22462988457771557,11.439554819324817,1.5999411200973197,0.0,0.414955931017914,-3.1117265296898835,0.6250636079594898,0.9783938196549176,0.09846114261000155,False,False,False,False,False
Constipation,full_faers_excluding_all_dato,4,192,23879,1785840,196,1809719,1.5580635705012773,0.5788023154093813,4.194112609943859,1.5466745180420676,0.3271085504097714,0.5440247868053738,-1.5458407018426812,2.5863468726431904,1.3784699999023835,0.5404452150917575,False,False,False,False,False
Anaphylactic reaction,full_faers_excluding_all_dato,1,195,6045,1803674,196,1809719,1.5301257661555427,0.21441722321654688,10.919294752215627,1.5274210428588308,0.0,0.37739979592125494,-3.1232956322272596,0.6547357196332424,0.9341304739270417,0.09400667907133636,False,False,False,False,False
Injection site reaction,full_faers_excluding_all_dato,1,195,6099,1803620,196,1809719,1.5165327649341422,0.21251273396769912,10.822276783980218,1.5138973936844782,0.0,0.37011216732164526,-3.1255964947968935,0.6605835080652959,0.9258752999110759,0.09317591557945018,False,False,False,False,False
Febrile neutropenia,full_faers_excluding_all_dato,1,195,6342,1803377,196,1809719,1.458228820480476,0.20434381862655415,10.406144444065673,1.4558909183351674,0.0,0.33776586733877717,-3.136026167398402,0.6868985560095363,0.8904635527864901,0.08961223701396934,False,False,False,False,False
Cardiac failure,full_faers_excluding_all_dato,1,195,6351,1803368,196,1809719,1.4561550977233546,0.2040532692730441,10.391343771064104,1.4538277757961946,0.0,0.3365816727078438,-3.1364146904041914,0.6878731874148786,0.8892039532950567,0.08948547660045686,False,False,False,False,False
Cataract,full_faers_excluding_all_dato,1,195,6449,1803270,196,1809719,1.433949210968904,0.20094199390258458,10.232855261878115,1.4317351843823278,0.0,0.3237496363464797,-3.1406549020376446,0.6984858404952718,0.8757154761769496,0.08812805708038456,False,False,False,False,False
Therapy non-responder,full_faers_excluding_all_dato,1,195,6617,1803102,196,1809719,1.3974122597970262,0.19582275588869544,9.972084270639975,1.395384646226633,0.0,0.3020139603013902,-3.1479625766189905,0.7166789600616603,0.8535203000575745,0.08589443462974941,False,False,False,False,False
Dyspnoea,full_faers_excluding_all_dato,7,189,47316,1762403,196,1809719,1.3795372640372219,0.6487476426174802,2.9335336852845235,1.365982361750178,0.37902283186342084,0.41510925836341567,-1.1621189772281606,5.124720221667868,1.2800824023434423,0.6483088464906298,False,False,False,False,False
Renal failure,full_faers_excluding_all_dato,1,195,6774,1802945,196,1809719,1.3649057860749623,0.19126820000111408,9.740081230701493,1.363044021860294,0.0,0.28199326364198446,-3.1548321652799447,0.7336808634659638,0.8337718431782906,0.0839070389716243,False,False,False,False,False
Eye pain,full_faers_excluding_all_dato,1,195,6796,1802923,196,1809719,1.3604707142964942,0.19064678960002684,9.708427654835019,1.358631577999063,0.0,0.27920987868886304,-3.1557976683576214,0.7360632957901337,0.8310773085804363,0.08363587315886345,False,False,False,False,False
Dry skin,full_faers_excluding_all_dato,2,194,14665,1795054,196,1809719,1.2618964432462452,0.3133188167822583,5.082307694861985,1.2592240305600588,0.0,0.25958231724669045,-2.391289251184223,1.5883243135727367,0.9943939028914875,0.23764232430773163,False,False,False,False,False
Dry mouth,full_faers_excluding_all_dato,1,195,7374,1802345,196,1809719,1.2534302782472027,0.17564887646899996,8.944477721746994,1.2521372666234922,0.0,0.20794285101398505,-3.181377751383275,0.7986562904887798,0.7660357782069973,0.07709038680253032,False,False,False,False,False
Decreased appetite,full_faers_excluding_all_dato,3,193,22834,1786885,196,1809719,1.216405995785759,0.3888577889889775,3.805101989677479,1.2130936591155688,0.00029696088837385167,0.23540001307627137,-1.994826899994023,2.473073044866748,1.0391741541680064,0.34197145338183826,False,False,False,False,False
Eye irritation,full_faers_excluding_all_dato,1,195,7706,1802013,196,1809719,1.1992074108087605,0.16805133951780674,8.557494502959736,1.198191046467899,0.0,0.16854497356925996,-3.1962182301261257,0.8346093601080714,0.7330814979706513,0.07377401662440998,False,False,False,False,False
Wheezing,full_faers_excluding_all_dato,1,195,7806,1801913,196,1809719,1.1837790785523299,0.1658895544657326,8.447384835840722,1.1828414301923689,0.0,0.1568859488073313,-3.2007039425129102,0.8454385979452074,0.7237040279902814,0.07283031032689487,False,False,False,False,False
Renal impairment,full_faers_excluding_all_dato,1,195,7852,1801867,196,1809719,1.176814007863422,0.16491362129523218,8.39767630003289,1.1759118955784045,0.0,0.15155427420695844,-3.2027694543247542,0.85042004735029,0.7194704824431725,0.07240426539132194,False,False,False,False,False
Somnolence,full_faers_excluding_all_dato,2,194,16427,1793292,196,1809719,1.1254365612560162,0.27943973481563267,4.532667676082082,1.1241565963452405,0.0,0.13344140606095747,-2.4562630606841322,1.779135484263073,0.8878137406307695,0.21217157533080824,False,False,False,False,False
Swelling,full_faers_excluding_all_dato,1,195,8574,1801145,196,1809719,1.0772849341778663,0.15096763018207743,7.68736203917962,1.0768906232892037,0.0,0.07035325927240124,-3.2353139567586284,0.9286071445344118,0.6589662463204302,0.06631539187054306,False,False,False,False,False
Rash,full_faers_excluding_all_dato,5,191,43747,1765972,196,1809719,1.0567498001658033,0.43483429636381726,2.568151016349749,1.055302101181982,0.0,0.07041331737378498,-1.6559334882758492,4.738008138503742,0.963098993361448,0.42301236582267043,False,False,False,False,False
White blood cell count decreased,full_faers_excluding_all_dato,1,195,8926,1800793,196,1809719,1.0345995851933563,0.1449864792261631,7.382731875381037,1.0344230566974717,0.0,0.032363054590887626,-3.251229027290342,0.9667260617211305,0.633013045482327,0.06370357875646616,False,False,False,False,False
Sepsis,full_faers_excluding_all_dato,1,195,9121,1800598,196,1809719,1.012371000705613,0.1418717470870047,7.224095453206437,1.0123078833550743,0.0,0.011740128933434004,-3.260049028337051,0.9878430755035458,0.6194967176940619,0.06234335647052278,False,False,False,False,False
Muscular weakness,full_faers_excluding_all_dato,1,195,9256,1800463,196,1809719,0.9975306384770516,0.13979226543199724,7.118186200255051,0.9975432372603319,0.0,-0.0023665271328000685,-3.2661546129950105,1.0024625465836794,0.6104724640863244,0.0614351962761609,False,False,False,False,False
Pruritus,full_faers_excluding_all_dato,5,191,48744,1760975,196,1809719,0.9457332592632692,0.38915487789340825,2.298343020954527,0.9471176148943083,0.0,-0.07142448751234944,-1.755864530663174,5.279145153225428,0.8643980632026923,0.37966094061805067,False,False,False,False,False
Cerebrovascular accident,full_faers_excluding_all_dato,1,195,9768,1799951,196,1809719,0.9449752199752199,0.13242797049538216,6.743123548800093,0.9452559586488157,0.0,-0.054647765170488256,-3.2892901121820044,1.0579082443098156,0.5785114581575118,0.05821878474585724,False,False,False,False,False
Migraine,full_faers_excluding_all_dato,1,195,9793,1799926,196,1809719,0.9425497542724133,0.1320881016723777,6.725814271163603,0.9428428677710234,0.0,-0.057152682987497,-3.290418462624091,1.0606155537690996,0.5770363374129435,0.058070335245175464,False,False,False,False,False
Palpitations,full_faers_excluding_all_dato,1,195,10042,1799677,196,1809719,0.9190512667310118,0.1287953628387313,6.55811833798315,0.91946427047218,0.0,-0.08186711556997844,-3.301647550976353,1.0875803559835684,0.5627445598218294,0.056632075187435696,False,False,False,False,False
Fatigue,full_faers_excluding_all_dato,7,189,73260,1736459,196,1809719,0.8778773723218167,0.4128425746778731,1.866737415432466,0.8822388947388947,0.024773201713557826,-0.16937050436151452,-1.5885667837702342,7.934257686134432,0.8268673149727608,0.41877413062582675,False,False,False,False,False
Myelosuppression,full_faers_excluding_all_dato,1,195,10661,1799058,196,1809719,0.8653914699876617,0.12127619241926386,6.17518064665467,0.8660782482020103,0.0,-0.14153161646704998,-3.32946903966546,1.1546133381954402,0.5301055666681597,0.05334743407974369,False,False,False,False,False
Hypoaesthesia,full_faers_excluding_all_dato,1,195,11490,1798229,196,1809719,0.8025837405994064,0.11247504439418843,5.726965160529582,0.8035909664126747,0.0,-0.21775823856713616,-3.3664478038312367,1.2443877198652975,0.4918967749110087,0.04950227355380783,False,False,False,False,False
Intentional product use issue,full_faers_excluding_all_dato,1,195,11595,1798124,196,1809719,0.795269402151679,0.11145009011778799,5.674768152544958,0.796313946018252,0.0,-0.2271318527912637,-3.371103979549671,1.2557584195942904,0.4874467454785721,0.04905444265610205,False,False,False,False,False
Vision blurred,full_faers_excluding_all_dato,1,195,11912,1797807,196,1809719,0.7739693650875652,0.1084653184903484,5.52276604569554,0.7751225826126286,0.0,-0.25506728832421677,-3.3851196070856036,1.2900871035380115,0.474487385827308,0.04775027113219826,False,False,False,False,False
Myalgia,full_faers_excluding_all_dato,1,195,13807,1795912,196,1809719,0.667038830173472,0.09348095314128184,4.759694740026191,0.6687376116521787,0.0,-0.4116440151718515,-3.467430837967355,1.4953011605517386,0.40941844672360655,0.0412020264848325,False,False,False,False,False
Seizure,full_faers_excluding_all_dato,1,195,14174,1795545,196,1809719,0.6496347592015717,0.09104205789594094,4.635498473082075,0.6514223369607473,0.0008064540471378156,-0.44009781536552206,-3.4830523944144165,1.5350444634140277,0.3988261644316886,0.04013606695365131,False,False,False,False,False
Anaemia,full_faers_excluding_all_dato,1,195,14385,1795334,196,1809719,0.6400306587167901,0.08969619682257923,4.566963356403197,0.6418672369886431,0.0021689237461663276,-0.4562062805280722,-3.4919840469053853,1.5578941552503847,0.3929808229295362,0.039547818140458095,False,False,False,False,False
Feeling abnormal,full_faers_excluding_all_dato,1,195,14564,1795155,196,1809719,0.6321012824033972,0.08858501950399944,4.510379220472828,0.6339783166768492,0.003817376289303779,-0.46973214378143907,-3.4995323742464346,1.5772784909788582,0.3881546638652389,0.039062135252502066,False,False,False,False,False
Acute kidney injury,full_faers_excluding_all_dato,1,195,14962,1794757,196,1809719,0.615150518064567,0.08620963038392003,4.389418655316343,0.6171140358295437,0.009018540091918386,-0.499359559871989,-3.5162202639982336,1.6203788575706595,0.37783738332167255,0.03802385065734203,False,False,False,False,False
Hypersensitivity,full_faers_excluding_all_dato,1,195,15223,1794496,196,1809719,0.6045157715130782,0.08471932976120868,4.313529380344317,0.6065335481890319,0.013516951886017096,-0.5184634092051345,-3.5270916545758286,1.6486431683255844,0.37136420007733345,0.037372418682039554,False,False,False,False,False
Toxicity to various agents,full_faers_excluding_all_dato,1,195,16996,1792723,196,1809719,0.5409185268328596,0.07580705771761406,3.8597046433454434,0.5432607792469776,0.06364731274029138,-0.6419439824248806,-3.599406632383752,1.8406455551780057,0.3326501243863794,0.033476408659239267,False,False,False,False,False
Death,full_faers_excluding_all_dato,4,192,67797,1741922,196,1809719,0.535275036751872,0.19885884750049931,1.4408177889545424,0.5447592196753032,1.1432576623463977,-0.8013576337297634,-2.4736043748426795,7.342331545956578,0.4857059913002192,0.1904266897053915,False,False,False,False,False
Erythema,full_faers_excluding_all_dato,1,195,17211,1792508,196,1809719,0.5340973050925988,0.07485115097960801,3.811029323849555,0.5364743596584529,0.07174631065075053,-0.6562238483797783,-3.607992772015828,1.863928416527848,0.32849742443264257,0.033058499659665196,False,False,False,False,False
Back pain,full_faers_excluding_all_dato,1,195,19078,1790641,196,1809719,0.4813279357885711,0.067456154277032,3.434476575984851,0.48397422183046607,0.15678264603678224,-0.7746206755570136,-3.680896966318205,2.0661102869471772,0.2963695294520905,0.029825293167666907,False,False,False,False,False
Insomnia,full_faers_excluding_all_dato,1,195,19325,1790394,196,1809719,0.47511035923972533,0.06658482978817397,3.3901093413471832,0.4777883676109512,0.16977414087835893,-0.7895809779100027,-3.690321871089998,2.092858504404903,0.29258376867289976,0.029444311272157055,False,False,False,False,False
Product use issue,full_faers_excluding_all_dato,1,195,21102,1788617,196,1809719,0.4346694565346826,0.06091745733705732,3.101533529194459,0.43755379604215866,0.2730631198130223,-0.8928671491494127,-3.7566479204885765,2.2852940607708097,0.26795867386113603,0.026966152760382067,False,False,False,False,False
Pain in extremity,full_faers_excluding_all_dato,1,195,21528,1788191,196,1809719,0.4259666599967603,0.05969784448613874,3.039432947548482,0.4288954015273891,0.30010279883691215,-0.9165666372440807,-3.7721694836138746,2.3314266139570092,0.2626590837871496,0.026432825910225385,False,False,False,False,False
Abdominal pain,full_faers_excluding_all_dato,1,195,22048,1787671,196,1809719,0.4157993282721149,0.05827298834680451,2.9668820202357544,0.41877994394419593,0.33415942527207176,-0.9449776790434306,-3.790922095516352,2.387738650710116,0.25646751688862074,0.025809734534208272,False,False,False,False,False
Fall,full_faers_excluding_all_dato,1,195,28239,1781480,196,1809719,0.3235169401110121,0.04534033799781516,2.3083906111118013,0.3269683842941192,0.8065802623715478,-1.2461756827206953,-3.998934879308166,3.058176765207206,0.20026349479108413,0.02015361516404192,False,False,False,False,False
Asthenia,full_faers_excluding_all_dato,1,195,31364,1778355,196,1809719,0.2907718795679515,0.04075131506747795,2.0747376080374402,0.2943903903864823,1.0778121315488298,-1.3772498038314565,-4.094329206132073,3.396590447617706,0.18031723439856528,0.01814631345220495,False,False,False,False,False
Diarrhoea,full_faers_excluding_all_dato,2,194,62798,1746921,196,1809719,0.28678452889201606,0.07121143994902059,1.154945975965295,0.294062237780873,2.817843538858404,-1.546118828763331,-3.618198437328097,6.800761361721407,0.23236876776994117,0.05553197169532347,False,False,False,False,False
Dizziness,full_faers_excluding_all_dato,1,195,41424,1768295,196,1809719,0.21891124679363383,0.03068036942108408,1.5619803436855075,0.2228963934936663,2.0343479088215157,-1.732923788911268,-4.366204738650564,4.486011774033587,0.13653853223729495,0.013740622256913106,False,False,False,False,False
Vomiting,full_faers_excluding_all_dato,1,195,43055,1766664,196,1809719,0.2104242337618252,0.02949094251275064,1.501422280251205,0.21445268154875466,2.197709796828063,-1.7831455611468108,-4.405988382580054,4.662636643157275,0.13136758803773432,0.013220241747517751,False,False,False,False,False
Pain,full_faers_excluding_all_dato,1,195,45771,1763948,196,1809719,0.19763359287512136,0.027698372325403037,1.4101564010281917,0.20172729903392175,2.4734992640355955,-1.8630817591814117,-4.469961971591836,4.956758742813889,0.12357433617471555,0.012435964018381037,False,False,False,False,False
Product dose omission issue,full_faers_excluding_all_dato,1,195,71751,1737968,196,1809719,0.12421647656836017,0.01740908892881975,0.8863033047935629,0.12868475985117464,5.26920222454971,-2.462958799278075,-4.972409815855764,7.770194732901821,0.0788370108050026,0.007933801305649506,False,False,False,False,False
Drug ineffective,full_faers_excluding_all_dato,1,195,103985,1705734,196,1809719,0.0841213044780867,0.011789751890844417,0.6002156731211872,0.0887941549654434,8.977397286352753,-2.9709629879969666,-5.422572063800278,11.26089125732424,0.05440125783074861,0.005474697302693536,False,False,False,False,False
Prescribed underdose,active_breast_comparator,9,187,4,6088,196,6092,73.25133689839572,22.35675011801943,240.0061873517787,69.93367346938777,167.25343626529798,3.3915930691757095,0.28117916621278827,0.40521628498727735,18.987246941754158,10.738157536093214,True,True,True,True,True
Stomatitis,active_breast_comparator,41,155,38,6054,196,6092,42.14159592529711,26.357910455879583,67.37689279670766,33.53544575725027,614.1826429965151,3.8082397667852033,2.107740309751235,2.462468193384224,16.20819512220071,12.461444719309695,True,True,True,True,True
No adverse event,active_breast_comparator,9,187,15,6077,196,6092,19.498395721925135,8.425052310470363,45.125824946665844,18.648979591836735,83.22923569772058,2.9282036894829533,0.2359792859703389,0.7480916030534351,11.123458433207848,6.290825066339784,True,True,True,True,True
