pt,comparator,a_dato_cases,b_dato_without_pt,c_comparator_cases,d_comparator_without_pt,n_dato,n_comparator,ror,ror_ci_lower,ror_ci_upper,prr,chi2_yates,ic,ic025,expected_count,ebgm,eb05,ror_signal,prr_signal,bcpnn_signal,mgps_signal,consensus_signal
Rectal prolapse,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Completed suicide,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Cardiac failure congestive,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Amylase increased,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Incorrect product formulation administered,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Sialoadenitis,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Wound infection,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Angular cheilitis,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Injection site reaction,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Ocular discomfort,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Eye irritation,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Ulcerative keratitis,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Psychiatric symptom,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Product dose omission issue,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Fungal pharyngitis,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Malignant ascites,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Corneal epitheliopathy,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Infectious iridocyclitis,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Intraocular pressure increased,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Faeces soft,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Breast haemorrhage,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Pelvic fracture,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Glossodynia,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Melaena,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Procedural shock,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Feeding disorder,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Pain of skin,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Emotional disorder,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Eye pain,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Urinary bladder rupture,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Abnormal sensation in eye,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Laryngopharyngitis,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Corneal erosion,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Discouragement,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Coronavirus test positive,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Paraesthesia oral,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Incorrect drug administration rate,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Respiratory syncytial virus test positive,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Duodenal perforation,active_breast_comparator_class_exclusion,1,195,0,3091,196,3091,47.43989769820972,1.9261724541272878,1168.402075730173,47.08629441624365,6.8837580673413905,1.4224202808284916,-3.006821817185477,0.059628840888348036,7.482259880417348,1.885083330368384,False,False,False,False,False
Product prescribing issue,active_breast_comparator_class_exclusion,2,194,1,3090,196,3091,31.855670103092784,2.8758144312090335,352.8682889634331,31.540816326530607,10.38484165034927,1.8806857447158174,-1.9892123143550944,0.17888652266504412,7.768728277404034,2.6245821363546353,False,False,False,False,False
Aphthous ulcer,active_breast_comparator_class_exclusion,2,194,1,3090,196,3091,31.855670103092784,2.8758144312090335,352.8682889634331,31.540816326530607,10.38484165034927,1.8806857447158174,-1.9892123143550944,0.17888652266504412,7.768728277404034,2.6245821363546353,False,False,False,False,False
Keratitis,active_breast_comparator_class_exclusion,3,193,3,3088,196,3091,16.0,3.2080440295125223,79.79940351345502,15.770408163265307,13.665247885465941,2.028687035524543,-1.3780820282390107,0.35777304533008825,7.019167153736628,2.796859712508128,True,True,False,True,False
Cerebral haemorrhage,active_breast_comparator_class_exclusion,2,194,2,3089,196,3091,15.922680412371134,2.230850863155294,113.64800565642227,15.770408163265303,7.10357701040304,1.7592282556611178,-1.985788969501801,0.23851536355339215,6.627949167529856,2.2391820597409637,False,False,False,False,False
Catheter site infection,active_breast_comparator_class_exclusion,2,194,2,3089,196,3091,15.922680412371134,2.230850863155294,113.64800565642227,15.770408163265303,7.10357701040304,1.7592282556611178,-1.985788969501801,0.23851536355339215,6.627949167529856,2.2391820597409637,False,False,False,False,False
Ocular hyperaemia,active_breast_comparator_class_exclusion,2,194,2,3089,196,3091,15.922680412371134,2.230850863155294,113.64800565642227,15.770408163265303,7.10357701040304,1.7592282556611178,-1.985788969501801,0.23851536355339215,6.627949167529856,2.2391820597409637,False,False,False,False,False
Somnolence,active_breast_comparator_class_exclusion,2,194,2,3089,196,3091,15.922680412371134,2.230850863155294,113.64800565642227,15.770408163265303,7.10357701040304,1.7592282556611178,-1.985788969501801,0.23851536355339215,6.627949167529856,2.2391820597409637,False,False,False,False,False
Cerebrovascular accident,active_breast_comparator_class_exclusion,1,195,1,3090,196,3091,15.846153846153847,0.9873732695229323,254.31171722655654,15.770408163265303,1.293424151283845,1.276350735661456,-2.9947632562962436,0.11925768177669607,5.926702885364693,1.4931757238862458,False,False,False,False,False
Intentional product use issue,active_breast_comparator_class_exclusion,1,195,1,3090,196,3091,15.846153846153847,0.9873732695229323,254.31171722655654,15.770408163265303,1.293424151283845,1.276350735661456,-2.9947632562962436,0.11925768177669607,5.926702885364693,1.4931757238862458,False,False,False,False,False
Skin irritation,active_breast_comparator_class_exclusion,1,195,1,3090,196,3091,15.846153846153847,0.9873732695229323,254.31171722655654,15.770408163265303,1.293424151283845,1.276350735661456,-2.9947632562962436,0.11925768177669607,5.926702885364693,1.4931757238862458,False,False,False,False,False
Erythema multiforme,active_breast_comparator_class_exclusion,1,195,1,3090,196,3091,15.846153846153847,0.9873732695229323,254.31171722655654,15.770408163265303,1.293424151283845,1.276350735661456,-2.9947632562962436,0.11925768177669607,5.926702885364693,1.4931757238862458,False,False,False,False,False
Swelling,active_breast_comparator_class_exclusion,1,195,1,3090,196,3091,15.846153846153847,0.9873732695229323,254.31171722655654,15.770408163265303,1.293424151283845,1.276350735661456,-2.9947632562962436,0.11925768177669607,5.926702885364693,1.4931757238862458,False,False,False,False,False
Migraine,active_breast_comparator_class_exclusion,1,195,1,3090,196,3091,15.846153846153847,0.9873732695229323,254.31171722655654,15.770408163265303,1.293424151283845,1.276350735661456,-2.9947632562962436,0.11925768177669607,5.926702885364693,1.4931757238862458,False,False,False,False,False
Coronavirus infection,active_breast_comparator_class_exclusion,1,195,1,3090,196,3091,15.846153846153847,0.9873732695229323,254.31171722655654,15.770408163265303,1.293424151283845,1.276350735661456,-2.9947632562962436,0.11925768177669607,5.926702885364693,1.4931757238862458,False,False,False,False,False
Leukoencephalopathy,active_breast_comparator_class_exclusion,1,195,1,3090,196,3091,15.846153846153847,0.9873732695229323,254.31171722655654,15.770408163265303,1.293424151283845,1.276350735661456,-2.9947632562962436,0.11925768177669607,5.926702885364693,1.4931757238862458,False,False,False,False,False
Herpes zoster,active_breast_comparator_class_exclusion,1,195,1,3090,196,3091,15.846153846153847,0.9873732695229323,254.31171722655654,15.770408163265303,1.293424151283845,1.276350735661456,-2.9947632562962436,0.11925768177669607,5.926702885364693,1.4931757238862458,False,False,False,False,False
Conjunctivitis,active_breast_comparator_class_exclusion,1,195,1,3090,196,3091,15.846153846153847,0.9873732695229323,254.31171722655654,15.770408163265303,1.293424151283845,1.276350735661456,-2.9947632562962436,0.11925768177669607,5.926702885364693,1.4931757238862458,False,False,False,False,False
Skin disorder,active_breast_comparator_class_exclusion,1,195,1,3090,196,3091,15.846153846153847,0.9873732695229323,254.31171722655654,15.770408163265303,1.293424151283845,1.276350735661456,-2.9947632562962436,0.11925768177669607,5.926702885364693,1.4931757238862458,False,False,False,False,False
Osteomyelitis,active_breast_comparator_class_exclusion,1,195,1,3090,196,3091,15.846153846153847,0.9873732695229323,254.31171722655654,15.770408163265303,1.293424151283845,1.276350735661456,-2.9947632562962436,0.11925768177669607,5.926702885364693,1.4931757238862458,False,False,False,False,False
Metastases to pleura,active_breast_comparator_class_exclusion,1,195,1,3090,196,3091,15.846153846153847,0.9873732695229323,254.31171722655654,15.770408163265303,1.293424151283845,1.276350735661456,-2.9947632562962436,0.11925768177669607,5.926702885364693,1.4931757238862458,False,False,False,False,False
Compression fracture,active_breast_comparator_class_exclusion,1,195,1,3090,196,3091,15.846153846153847,0.9873732695229323,254.31171722655654,15.770408163265303,1.293424151283845,1.276350735661456,-2.9947632562962436,0.11925768177669607,5.926702885364693,1.4931757238862458,False,False,False,False,False
Oral discomfort,active_breast_comparator_class_exclusion,1,195,1,3090,196,3091,15.846153846153847,0.9873732695229323,254.31171722655654,15.770408163265303,1.293424151283845,1.276350735661456,-2.9947632562962436,0.11925768177669607,5.926702885364693,1.4931757238862458,False,False,False,False,False
Therapeutic response unexpected,active_breast_comparator_class_exclusion,1,195,1,3090,196,3091,15.846153846153847,0.9873732695229323,254.31171722655654,15.770408163265303,1.293424151283845,1.276350735661456,-2.9947632562962436,0.11925768177669607,5.926702885364693,1.4931757238862458,False,False,False,False,False
Feeling abnormal,active_breast_comparator_class_exclusion,1,195,1,3090,196,3091,15.846153846153847,0.9873732695229323,254.31171722655654,15.770408163265303,1.293424151283845,1.276350735661456,-2.9947632562962436,0.11925768177669607,5.926702885364693,1.4931757238862458,False,False,False,False,False
Candida infection,active_breast_comparator_class_exclusion,2,194,4,3087,196,3091,7.956185567010309,1.448243697260499,43.70872726492321,7.885204081632652,3.8850030511741207,1.5432602083543012,-1.9950839935623386,0.35777304533008825,5.123310279122384,1.7308558308953919,False,False,False,False,False
Inflammation,active_breast_comparator_class_exclusion,2,194,4,3087,196,3091,7.956185567010309,1.448243697260499,43.70872726492321,7.885204081632652,3.8850030511741207,1.5432602083543012,-1.9950839935623386,0.35777304533008825,5.123310279122384,1.7308558308953919,False,False,False,False,False
Jaundice cholestatic,active_breast_comparator_class_exclusion,1,195,2,3089,196,3091,7.920512820512821,0.7150502253555504,87.7344291566567,7.885204081632652,0.6135312662714762,1.1437201505496113,-2.9925004522369205,0.17888652266504412,4.906619799154965,1.2361756126715262,False,False,False,False,False
Dysarthria,active_breast_comparator_class_exclusion,1,195,2,3089,196,3091,7.920512820512821,0.7150502253555504,87.7344291566567,7.885204081632652,0.6135312662714762,1.1437201505496113,-2.9925004522369205,0.17888652266504412,4.906619799154965,1.2361756126715262,False,False,False,False,False
Pneumonia aspiration,active_breast_comparator_class_exclusion,1,195,2,3089,196,3091,7.920512820512821,0.7150502253555504,87.7344291566567,7.885204081632652,0.6135312662714762,1.1437201505496113,-2.9925004522369205,0.17888652266504412,4.906619799154965,1.2361756126715262,False,False,False,False,False
Disseminated intravascular coagulation,active_breast_comparator_class_exclusion,1,195,2,3089,196,3091,7.920512820512821,0.7150502253555504,87.7344291566567,7.885204081632652,0.6135312662714762,1.1437201505496113,-2.9925004522369205,0.17888652266504412,4.906619799154965,1.2361756126715262,False,False,False,False,False
Eye pruritus,active_breast_comparator_class_exclusion,1,195,2,3089,196,3091,7.920512820512821,0.7150502253555504,87.7344291566567,7.885204081632652,0.6135312662714762,1.1437201505496113,-2.9925004522369205,0.17888652266504412,4.906619799154965,1.2361756126715262,False,False,False,False,False
Oral candidiasis,active_breast_comparator_class_exclusion,1,195,2,3089,196,3091,7.920512820512821,0.7150502253555504,87.7344291566567,7.885204081632652,0.6135312662714762,1.1437201505496113,-2.9925004522369205,0.17888652266504412,4.906619799154965,1.2361756126715262,False,False,False,False,False
Hypoacusis,active_breast_comparator_class_exclusion,1,195,2,3089,196,3091,7.920512820512821,0.7150502253555504,87.7344291566567,7.885204081632652,0.6135312662714762,1.1437201505496113,-2.9925004522369205,0.17888652266504412,4.906619799154965,1.2361756126715262,False,False,False,False,False
Malaise,active_breast_comparator_class_exclusion,7,189,20,3071,196,3091,5.687037037037037,2.3750099495276156,13.617791482121508,5.519642857142857,15.92517350043977,1.8296621577233114,-0.37388401591332543,1.609978703985397,4.32148103126726,2.309608964716421,True,True,False,True,False
Wheezing,active_breast_comparator_class_exclusion,1,195,3,3088,196,3091,5.2786324786324785,0.5465287073623357,50.98352651766656,5.256802721088436,0.30521474850473435,1.0222626614949117,-2.9973596968967238,0.23851536355339215,4.186119716374182,1.054652554493101,False,False,False,False,False
Anuria,active_breast_comparator_class_exclusion,1,195,3,3088,196,3091,5.2786324786324785,0.5465287073623357,50.98352651766656,5.256802721088436,0.30521474850473435,1.0222626614949117,-2.9973596968967238,0.23851536355339215,4.186119716374182,1.054652554493101,False,False,False,False,False
Intestinal perforation,active_breast_comparator_class_exclusion,1,195,3,3088,196,3091,5.2786324786324785,0.5465287073623357,50.98352651766656,5.256802721088436,0.30521474850473435,1.0222626614949117,-2.9973596968967238,0.23851536355339215,4.186119716374182,1.054652554493101,False,False,False,False,False
Lung disorder,active_breast_comparator_class_exclusion,1,195,3,3088,196,3091,5.2786324786324785,0.5465287073623357,50.98352651766656,5.256802721088436,0.30521474850473435,1.0222626614949117,-2.9973596968967238,0.23851536355339215,4.186119716374182,1.054652554493101,False,False,False,False,False
Oral pain,active_breast_comparator_class_exclusion,2,194,7,3084,196,3091,4.5419734904270985,0.9372389621584257,22.01095347149623,4.505830903790087,1.8439627929550284,1.2699858942751003,-2.033246694397045,0.5366595679951324,3.8218788545595124,1.2911810801986592,False,False,False,False,False
Blister,active_breast_comparator_class_exclusion,2,194,7,3084,196,3091,4.5419734904270985,0.9372389621584257,22.01095347149623,4.505830903790087,1.8439627929550284,1.2699858942751003,-2.033246694397045,0.5366595679951324,3.8218788545595124,1.2911810801986592,False,False,False,False,False
Osteonecrosis of jaw,active_breast_comparator_class_exclusion,3,193,11,3080,196,3091,4.352331606217617,1.2042172249710672,15.73037656136828,4.301020408163265,3.5473237901975962,1.3907272530586288,-1.485858343751878,0.8348037724368725,3.6786989068624822,1.4658156077069855,True,False,False,False,False
Performance status decreased,active_breast_comparator_class_exclusion,1,195,4,3087,196,3091,3.957692307692308,0.4402293981868961,35.579923709949774,3.942602040816326,0.14555190738011092,0.9102411671586575,-3.007474711039306,0.29814420444174017,3.6501262302819124,0.9196141567407072,False,False,False,False,False
Lip swelling,active_breast_comparator_class_exclusion,1,195,4,3087,196,3091,3.957692307692308,0.4402293981868961,35.579923709949774,3.942602040816326,0.14555190738011092,0.9102411671586575,-3.007474711039306,0.29814420444174017,3.6501262302819124,0.9196141567407072,False,False,False,False,False
Inappropriate antidiuretic hormone secretion,active_breast_comparator_class_exclusion,1,195,4,3087,196,3091,3.957692307692308,0.4402293981868961,35.579923709949774,3.942602040816326,0.14555190738011092,0.9102411671586575,-3.007474711039306,0.29814420444174017,3.6501262302819124,0.9196141567407072,False,False,False,False,False
Pulmonary toxicity,active_breast_comparator_class_exclusion,2,194,9,3082,196,3091,3.5303550973654065,0.7575563086405425,16.452119758410916,3.5045351473922897,1.1589841794155544,1.1128899735340152,-2.0676101160003078,0.6559172497718284,3.268385243164624,1.104189156529672,False,False,False,False,False
Oedema peripheral,active_breast_comparator_class_exclusion,2,194,9,3082,196,3091,3.5303550973654065,0.7575563086405425,16.452119758410916,3.5045351473922897,1.1589841794155544,1.1128899735340152,-2.0676101160003078,0.6559172497718284,3.268385243164624,1.104189156529672,False,False,False,False,False
Interstitial lung disease,active_breast_comparator_class_exclusion,8,188,38,3053,196,3091,3.4188129899216126,1.572663978296789,7.432154879464644,3.3200859291084854,8.897886534014225,1.390166434894067,-0.45544706061995943,2.74292668086401,2.9826544636085566,1.6570432964621,True,True,False,False,False
Therapy cessation,active_breast_comparator_class_exclusion,1,195,5,3086,196,3091,3.1651282051282053,0.3679710577279196,27.225066603758545,3.154081632653061,0.060235202861776416,0.806294614188095,-3.0215101847210755,0.35777304533008825,3.235810901749816,0.8152313991495083,False,False,False,False,False
Pulmonary embolism,active_breast_comparator_class_exclusion,1,195,5,3086,196,3091,3.1651282051282053,0.3679710577279196,27.225066603758545,3.154081632653061,0.060235202861776416,0.806294614188095,-3.0215101847210755,0.35777304533008825,3.235810901749816,0.8152313991495083,False,False,False,False,False
Dysphonia,active_breast_comparator_class_exclusion,1,195,5,3086,196,3091,3.1651282051282053,0.3679710577279196,27.225066603758545,3.154081632653061,0.060235202861776416,0.806294614188095,-3.0215101847210755,0.35777304533008825,3.235810901749816,0.8152313991495083,False,False,False,False,False
Therapy non-responder,active_breast_comparator_class_exclusion,1,195,5,3086,196,3091,3.1651282051282053,0.3679710577279196,27.225066603758545,3.154081632653061,0.060235202861776416,0.806294614188095,-3.0215101847210755,0.35777304533008825,3.235810901749816,0.8152313991495083,False,False,False,False,False
